018863,00000,National General Companies (G),National General Companies,Natl Gen Companies,National General Companies,National General Holdings Corp.,052590,N,002387,National General Companies,018863,018863,...,000000,...,000000,...,National General Holdings Corp.,052590,000000000,,00000,00000,0.00,Winston Salem,UNITED STATES,United States,...,...,27105,NC,North Carolina,5620 University Parkway,...,...,...,...,...,...,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Not Available ,...,Stock,...,0,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
005987,00000,Nationwide Group (G),Nationwide Group,Nationwide Group,Nationwide Group,Nationwide Mutual Insurance Company,002358,N,002358,Nationwide Group,005987,005987,...,000000,Nationwide Group,005987,...,Nationwide Mutual Insurance Company,002358,000000000,,00000,00000,0.00,Columbus,UNITED STATES,United States,...,...,43215-2220,OH,Ohio,One West Nationwide Boulevard,...,...,...,Stephen S. Rasmussen,President & CEO,www.nationwide.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Exclusive/Captive Agent ,...,Mutual,...,0,1925,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018081,00000,Navigators Insurance Group (G),Navigators Insurance Group,Navigators Ins Group,Navigators Insurance Group,Navigators Insurance Company,001825,N,001825,Navigators Insurance Group,018081,018081,...,000000,Navigators Insurance Group,018081,...,"The Navigators Group, Inc",058430,000000000,,00000,00000,0.00,Stamford,UNITED STATES,United States,...,203-658-1821,06901,CT,New York,400 Atlantic Street,8th Floor,...,203-905-6090,Stanley A. Galanski,President & Chief Executive Officer,www.navg.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Stock,...,0,1981,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
003985,00000,NJM Insurance Group (G),NJM Insurance Group,NJM Ins Group,NJM Insurance Group,New Jersey Manufacturers Insurance Co,000694,N,000694,NJM Insurance Group,003985,003985,...,000000,NJM Insurance Group,003985,...,New Jersey Manufacturers Insurance Co,000694,000000000,,00000,00000,0.00,West Trenton,UNITED STATES,United States,bflynn@njm.com,609-883-0653,08628,NJ,New Jersey,301 Sullivan Way,...,...,609-883-1300,Bernard M. Flynn,President & CEO,www.njm.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Direct Response ,...,Stock,...,0,1913,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018539,00000,NORCAL Group (G),NORCAL Group,Norcal Group,NORCAL Group,NORCAL Mutual Insurance Company,003644,N,003644,NORCAL Group,018539,018539,...,000000,NORCAL Group,018539,...,NORCAL Mutual Insurance Company,003644,000000000,,00000,00000,0.00,San Francisco,UNITED STATES,United States,info@norcalmutual.com,415-735-2400,94111-1966,CA,California,560 Davis Street,2nd Floor,...,415-397-9700,T. Scott Diener,President & CEO,www.norcalmutual.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,"Direct Response, Broker",...,Mutual,...,0,1975,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018279,00000,North Carolina FB Insurance Grp (G),North Carolina FB Insurance Grp,NC Farm Bureau Ins Group,North Carolina Farm Bureau Insurance Group,North Carolina FB Mutual Ins Co,000708,N,000708,North Carolina FB Insurance Grp,018279,018279,...,000000,North Carolina FB Insurance Grp,018279,...,North Carolina FB Mutual Ins Co,000708,000000000,,00000,00000,0.00,Raleigh,UNITED STATES,United States,contact@ncfbins.com,919-782-4921,27611-7427,NC,North Carolina,P.O. Box 27427,...,...,919-782-1705,Larry B. Wooten,President,www.ncfbins.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Exclusive/Captive Agent ,...,Mutual,...,0,1953,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
011284,34215,Nuclear Electric Insurance Limited,Nuclear Electric Insurance Limited,Nuclear Electric Ins Ltd,Nuclear Electric Insurance Limited,Nuclear Electric Insurance Limited,011284,N,000000,...,000000,011284,Nuclear Electric Insurance Limited,011284,Nuclear Electric Insurance Limited,011284,...,Nuclear Electric Insurance Limited,011284,980066503,,34215,00000,0.00,Wilmington,UNITED STATES,United States,name@nmlneil.com,302-888-3007,19801,DE,Delaware,1201 North Market Street,Suite 1100,...,302-888-3000,Bruce A. Sassi,President & CEO,www.nmlneil.com,In Business,...,Property/ Casualty,...,Affiliated Single Company,Operating Company,None,Insurance,Direct Response ,Captive,Mutual,...,1980,1978,...,...,...,...,...,...,"Bruce A. Sassi, President and Chief Executive Officer","Richard G. White, Senior Vice President and Chief Financial Officer",...,"Gregory J. Blackburn, Vice President and Chief Investment Officer",...,...,...,"Bruce A. Sassi; Dhiaa M. Jamil; Donald E. Brandt; Edward D. Halpin; Gregory E. Abel; Heidi L. Steiger; John F. Young; Nicholas K. Akins; Robert P. Restrepo, Jr.; Ruth M. Whaley; Stacey J. Mobley; Theodore H. Bunting, Jr.; W. Paul Bowers; William A. Von Hoene, Jr.; William D. Johnson; William Levis",...,"Kenneth C. Manne, Vice President and General Counsel",...,...,...,...,...,...,...,"Bruce A. Sassi, President and Chief Executive Officer",...,"Richard G. White, Senior Vice President and Chief Financial Officer",...,...,"Gregory G. Wilks, Vice President; Gregory J. Blackburn, Vice President and Chief Investment Officer; Kenneth C. Manne, Vice President and General Counsel; Michael W. Kolodner, Vice President; Russell B. Mays, Vice President; Thomas G. Tannion, Vice President"
000734,00000,Old Republic Insurance Group (G),Old Republic Insurance Group,Old Republic Ins Group,Old Republic Insurance Group,Old Republic International Corporation,058439,N,000733,Old Republic Insurance Group,000734,000734,...,000000,...,000000,...,Old Republic International Corporation,058439,000000000,,00000,00000,0.00,Chicago,UNITED STATES,United States,...,312-762-4700,60601,IL,Delaware,307 North Michigan Avenue,...,...,312-346-8100,R. Scott Rager,President & COO,www.oldrepublic.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Stock,...,0,1935,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018426,00000,Palisades Group (G),Palisades Group,Palisades Group,Palisades Group,Palisades Safety and Insurance Assn,011380,N,011380,Palisades Group,018426,018426,...,000000,Palisades Group,018426,...,Palisades Safety and Insurance Assn,011380,000000000,,00000,00000,0.00,Red Bank,UNITED STATES,United States,...,908-790-7849,07701-5692,NJ,New Jersey,331 Newman Springs Road,Suite 304,...,908-790-7800,Edward J. Fernandez,President,www.plymouthrock.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Reciprocal Exchange,...,0,1992,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018470,00000,PartnerRe U.S. Group (G),PartnerRe U.S. Group,PartnerRe US Group,PartnerRe U.S. Group,PartnerRe Ltd,058444,N,002671,PartnerRe Ltd,058444,018470,...,000000,...,000000,...,EXOR S.p.A.,046270,000000000,,00000,00000,0.00,Greenwich,UNITED STATES,United States,info@partnerre.com,203-485-4300,06830-6352,CT,New York,One Greenwich Plaza,...,...,203-485-4200,Theodore C. Walker,President & CEO,www.partnerre.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Broker ,Third Party Reinsurer,Stock,...,0,1980,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
000754,00000,Pekin Insurance Group (G),Pekin Insurance Group,Pekin Ins Group,Pekin Insurance Group,Farmers Automobile Insurance Assn,002395,N,002395,Pekin Insurance Group,000754,000754,...,000000,Pekin Insurance Group,000754,Pekin Insurance,Farmers Automobile Insurance Assn,002395,000000000,,00000,00000,0.00,Pekin,UNITED STATES,United States,query@pekininsurance.com,309-346-8512,61558,IL,Illinois,2505 Court Street,...,...,309-346-1161,Scott A. Martin,"Chairman, President & CEO",www.pekininsurance.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Reciprocal Exchange,...,0,1921,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
000766,00000,Penn National Insurance Companies (G),Penn National Insurance Companies,Penn Natl Ins Cos,Penn National Insurance Companies,Pennsylvania National Mutual Cas Ins Co,002397,N,002397,Penn National Insurance Companies,000766,000766,...,000000,Penn National Insurance Companies,000766,...,Pennsylvania National Mutual Cas Ins Co,002397,000000000,,00000,00000,0.00,Harrisburg,UNITED STATES,United States,communications@pnat.com,717-255-6317,17105-2361,PA,Pennsylvania,P.O. Box 2361,...,...,717-234-4941,Christine Sears,President & CEO,www.PennNationalInsurance.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Mutual,...,0,1919,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
002888,41467,Physicians Reciprocal Insurers,Physicians Reciprocal Insurers,Physicians' Reciprocal Insurers,Physicians' Reciprocal Insurers,Physicians Reciprocal Insurers,002888,N,000000,...,000000,002888,Physicians Reciprocal Insurers,002888,...,000000,...,Physicians Reciprocal Insurers,002888,112585889,,41467,00000,0.00,Roslyn,UNITED STATES,United States,...,...,11576,NY,New York,1800 Northern Blvd,...,...,516-365-6690,"Barry F. Schwartz, M.D.",Chairman,www.pri.com,In Business,...,Property/ Casualty,...,Affiliated Single Company,Operating Company,None,Insurance,Not Available ,...,Reciprocal Exchange,...,1982,1982,...,...,...,...,"Barry F. Schwartz, M.D., Chairman",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"Sandford R. Goldberg, M.D., Secretary",...,"Phillip A. Robbins, M.D., Treasurer",...,...
003471,41190,Pinnacol Assurance,Pinnacol Assurance,Pinnacol Assur ,Pinnacol Assurance,Pinnacol Assurance,003471,N,000000,...,000000,003471,...,000000,Pinnacol Assurance,003471,...,...,000000,841093767,,41190,00000,0.00,Denver,UNITED STATES,United States,...,303-361-4031,80230,CO,Colorado,7501 East Lowry Boulevard,...,...,303-361-4000,Philip B. Kalin,President & CEO,www.PINNACOL.com,In Business,...,Property/ Casualty,...,Unaffiliated Single Company,Operating Company,None,Insurance,Independent Agency ,...,Mutual,State Fund,1915,1915,...,...,...,...,...,...,"Philip B. Kalin, President and Chief Executive Officer","Katherine L. Kranz, Vice President and Chief Financial Officer",...,...,...,...,...,"Barbara M. Davis; Bonnie B. Dean; Harold R. Logan, Jr.; Howard L. Carver; Jeffrey L. Cummings; Joseph A. Hoff; Joshua L. McFarland; Mark D. Goodman; Patricia L. Peterson",...,...,...,...,...,...,...,...,...,"Philip B. Kalin, President and Chief Executive Officer",...,...,...,...,"Barbara J. Brannen, Vice President; David L. Bomberger, Vice President; Edie D. Sonn, Vice President; Jon E. Scott, Vice President; Katherine L. Kranz, Vice President and Chief Financial Officer; Mark R. Isakson, Vice President; Robert H. Norris, Vice President; Terry M. Leve, Vice President"
003267,00000,PMI Mortgage Group (G),PMI Mortgage Group,PMI Mortgage Group,PMI Mortgage Group,PMI Group Inc,050190,N,003651,PMI Mortgage Group,003267,003267,...,000000,...,000000,...,PMI Group Inc,050190,000000000,,00000,00000,0.00,Walnut Creek,UNITED STATES,United States,...,925-658-6125,94597-2098,CA,Arizona,3003 Oak Road,...,...,800-288-1970,David H. Katkov,President,www.pmigroup.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Direct Response ,...,Stock,...,1994,1972,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018830,00000,ProAssurance Insurance Group (G),ProAssurance Insurance Group,ProAssurance Ins Group,ProAssurance Insurance Group,ProAssurance Corporation,050660,N,000000,ProAssurance Insurance Group,018830,018830,...,000000,...,000000,...,ProAssurance Corporation,050660,000000000,,00000,00000,0.00,Birmingham,UNITED STATES,United States,...,...,35209,AL,Alabama,100 Brookwood Place,...,...,...,...,...,...,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,...,...,Stock,...,0,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
000780,00000,Progressive Insurance Group (G),Progressive Insurance Group,Progressive Ins Group,Progressive Insurance Group,Progressive Corporation,058454,N,002407,Progressive Insurance Group,000780,000780,...,000000,...,000000,...,Progressive Corporation,058454,000000000,,00000,00000,0.00,Cleveland,UNITED STATES,United States,financial reporting@progressove.com,440-603-5500,44101-6490,OH,Ohio,P.O. Box 89490,...,...,440-461-5000,Glenn M. Renwick,President,www.progressive.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Stock,...,0,1956,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
000419,00000,ProSight Specialty Group (G),ProSight Specialty Group,ProSight Specialty Group,ProSight Specialty Group,New York Marine And General Insurance Co,004676,N,004676,ProSight Specialty Group,000419,000419,...,000000,ProSight Specialty Group,000419,...,ProSight Global Holdings Limited,059716,000000000,,00000,00000,0.00,New York,UNITED STATES,United States,info@prosightspecialty.com,973-539-4786,10038,NY,New York,59 Maiden Lane,Suite 2700,...,973-532-1900,Joseph Beneducci,President & CEO,www.prosightspecialty.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Broker ,...,Stock,...,0,1972,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018713,00000,QBE Americas Group (G),QBE Americas Group,QBE Americas Group,QBE Americas Group,QBE Investments (North America) Inc,050497,N,002739,QBE Americas Group,018713,018713,...,000000,...,000000,...,QBE Insurance Group Limited,085434,000000000,,00000,00000,0.00,New York,UNITED STATES,United States,...,212-422-1313,10005-1801,NY,Pennsylvania,88 Pine St,4th Floor,Wall Street Plz,212-422-1212,John Rumpler,President & CEO,www.qbeusa.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Broker ,...,Stock,...,0,1964,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
075149,11409,Queen City Assurance Inc,Queen City Assurance Inc,"Queen City Assur, Inc","Queen City Assurance, Inc",Queen City Assurance Inc,075149,N,000000,...,000000,075149,Kroger Co,031756,Queen City Assurance Group,018828,...,Kroger Co,031756,030371799,,11409,00000,100.00,Burlington,UNITED STATES,United States,...,802-860-4440,05401-4477,VT,Vermont,76 St. Paul Street,Suite 500,...,802-264-4400,M. Elizabeth Van Oflen,President,...,In Business,...,Property/ Casualty,...,Affiliated Single Company,Operating Company,None,Insurance,Exclusive/Captive Agent ,Captive,Stock,...,2001,2001,"Rob Quasty, Controller and Chief Accounting Officer",...,...,...,...,...,...,...,...,...,...,"Rob Quasty, Controller and Chief Accounting Officer",...,M. Elizabeth Van Oflen; Rob Quast; William D. Riley,...,...,...,...,...,...,...,...,...,"M. Elizabeth Van Oflen, President","William D. Riley, Secretary",...,...,...,...
018437,00000,Quincy Mutual Group (G),Quincy Mutual Group,Quincy Mutual Group,Quincy Mutual Group,Quincy Mutual Fire Insurance Company,000796,N,000796,Quincy Mutual Group,018437,018437,...,000000,Quincy Mutual Group,018437,Quincy Mutual,Quincy Mutual Fire Insurance Company,000796,000000000,,00000,00000,0.00,Quincy,UNITED STATES,United States,tharris@quincymutual.com,617-472-1513,02269-9155,MA,Massachusetts,P.O. Box 9155,...,...,617-770-5100,K. Douglas Briggs,President,www.quincymutual.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Mutual,...,0,1851,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018150,00000,Radian Group (G),Radian Group,Radian Group,Radian Group,Radian Group Inc,058348,N,003849,Radian Group,018150,018150,...,000000,...,000000,...,Radian Group Inc,058348,000000000,,00000,00000,0.00,Philadelphia,UNITED STATES,United States,bob.quint@radian.biz,215-405-9160,19103,PA,Pennsylvania,1601 Market Street,...,...,215-564-6600,S.A. Ibrahim,CEO,www.radian.biz,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Direct Response ,...,Stock,...,0,1976,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
011795,10357,Renaissance Reinsurance US Inc,Renaissance Reinsurance US Inc,Renaissance Reins US Inc,Renaissance Reinsurance US Inc,Renaissance Reinsurance US Inc,011795,N,000000,...,000000,011795,RenaissanceRe Specialty U.S. Ltd.,018057,Renaissance Reinsurance US Inc,011795,...,RenaissanceRe Holdings Ltd,058458,521952955,549300Z0QDIB5CB4K236,10357,00000,100.00,New York,UNITED STATES,United States,...,212-238-9626,10005,NY,Maryland,140 Broadway,Suite 4200,...,212-238-9600,David E. Marra,President,www.renre.com,In Business,...,Property/ Casualty,...,Affiliated Single Company,Operating Company,None,Insurance,Independent Agency ,Third Party Reinsurer,Stock,...,2002,1995,...,...,...,...,...,...,...,"Neila A. Nivia, Treasurer and Chief Financial Officer",...,...,...,...,...,David E. Marra; James M. Conway; James M. Maher; Jeffrey D. Kelly; Kevin J. O'Donnell; Lewis R. Pulliam; Neila A. Nivia; Stephen H. Weinstein; Timothy T. Hein,...,"James M. Conway, Secretary and General Counsel",...,...,...,...,...,...,...,"David E. Marra, President","James M. Conway, Secretary and General Counsel","James M. Maher, Senior Vice President; Lewis R. Pulliam, Senior Vice President; Timothy T. Hein, Senior Vice President","Neila A. Nivia, Treasurer and Chief Financial Officer",...,...
003883,00000,RLI Group (G),RLI Group,RLI Group,RLI Group,RLI Insurance Company,004210,N,004210,RLI Group,003883,003883,...,000000,RLI Group,003883,...,RLI Corp.,058460,000000000,,00000,00000,0.00,Peoria,UNITED STATES,United States,aaron.jacoby@rlicorp.com,309-689-8676,61615,IL,Illinois,9025 North Lindbergh Drive,...,...,309-692-1000,Jonathan E. Michael,Chairman & CEO,www.rlicorp.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,"Broker, General Agent",...,Stock,...,0,1959,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018080,00000,Safety Group (G),Safety Group,Safety Group,Safety Group,"Safety Insurance Group, Inc.",051085,N,002684,Safety Group,018080,018080,...,000000,Safety Group,018080,...,"Safety Insurance Group, Inc.",051085,000000000,,00000,00000,0.00,Boston,UNITED STATES,United States,...,617-261-0005,02110,MA,Massachusetts,20 Custom House Street,...,...,617-951-0600,George M. Murphy,President & CEO,www.safetyinsurance.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Stock,...,0,1979,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
003480,36196,SAIF Corporation,SAIF Corporation,Saif Corp,SAIF Corporation,SAIF Corporation,003480,N,000000,...,000000,003480,...,000000,...,000000,...,...,000000,936001769,,36196,00000,0.00,Salem,UNITED STATES,United States,richan@saif.com,503-584-8433,97312,OR,Oregon,400 High Street Southeast,...,...,503-373-8000,Kerry E. Barnett,President & CEO,www.saif.com,In Business,...,Property/ Casualty,...,Unaffiliated Single Company,Operating Company,None,Insurance,"Direct Response, Independent Agency",...,Mutual,State Fund,1914,1980,...,...,...,...,...,...,"Kerry E. Barnett, President and Chief Executive Officer",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"Kerry E. Barnett, President and Chief Executive Officer",...,...,...,...,...
003873,00000,SCOR U.S. Group (G),SCOR U.S. Group,Scor US Group,SCOR U.S. Group,SCOR SE,085027,N,003599,SCOR U.S. Group,003873,003873,...,000000,...,000000,...,SCOR SE,085027,000000000,,00000,00000,0.00,New York,UNITED STATES,United States,...,212-480-1328,10038-3526,NY,New York,199 Water Street,21st Floor,...,212-480-1900,"Henry Klecan, Jr.",President & CEO,www.scor.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,"Broker, Direct Response",...,Stock,...,0,1974,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
003926,00000,Selective Insurance Group (G),Selective Insurance Group,Selective Ins Group,Selective Insurance Group,"Selective Insurance Group, Inc",058466,N,000826,Selective Insurance Group,003926,003926,...,000000,Selective Insurance Group,003926,...,"Selective Insurance Group, Inc",058466,000000000,,00000,00000,0.00,Branchville,UNITED STATES,United States,webmaster@selective.com,855-540-6760,07890,NJ,New Jersey,40 Wantage Avenue,...,...,973-948-3000,Gregory E. Murphy,Chairman & CEO,www.selective.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Stock,...,0,1925,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
000086,00000,Sentry Insurance Group (G),Sentry Insurance Group,Sentry Ins Group,Sentry Insurance Group,Sentry Insurance a Mutual Company,002466,N,002466,Sentry Insurance Group,000086,000086,...,000000,Sentry Insurance Group,000086,...,Sentry Insurance a Mutual Company,002466,000000000,,00000,00000,0.00,Stevens Point,UNITED STATES,United States,...,715-346-7516,54481,WI,Wisconsin,1800 North Point Drive,...,...,715-346-6000,Peter G. McPartland,President & CEO,www.sentry.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,"Independent Agency, Exclusive/Captive Agent",...,Mutual,...,0,1913,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
000598,00000,Shelter Insurance Companies (G),Shelter Insurance Companies,Shelter Ins Cos,Shelter Insurance Companies,Shelter Mutual Insurance Company,002319,N,002319,Shelter Insurance Companies,000598,000598,...,000000,Shelter Insurance Companies,000598,...,Shelter Mutual Insurance Company,002319,000000000,,00000,00000,0.00,Columbia,UNITED STATES,United States,...,573-446-5730,65218,MO,Missouri,1817 West Broadway,...,...,573-445-8441,Ricky L. Means,President & CEO,www.shelterinsurance.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Exclusive/Captive Agent ,...,Mutual,...,0,1945,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018878,00000,Sompo/Canopius Companies (G),Sompo/Canopius Companies,Sompo/Canopius Companies,Sompo/Canopius Companies,"SOMPO Holdings, Inc",052641,N,003060,Sompo/Canopius Companies,018878,018878,...,000000,...,000000,...,"SOMPO Holdings, Inc",052641,000000000,,00000,00000,0.00,Charlotte,UNITED STATES,United States,...,...,28277,NC,North Carolina,11405 North Community House Road,Suite 600,...,...,...,...,...,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Not Available ,...,Stock,...,0,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
004237,00000,Southern Farm Bureau Casualty Group (G),Southern Farm Bureau Casualty Group,Southern Farm Bureau Cas Group,Southern Farm Bureau Casualty Group,Southern FB Casualty Ins Co,000844,N,000844,Southern Farm Bureau Casualty Group,004237,004237,...,000000,Southern Farm Bureau Casualty Group,004237,...,Southern Casualty Holding Company,046019,000000000,,00000,00000,0.00,Ridgeland,UNITED STATES,United States,...,601-957-4386,39157,MS,Mississippi,1800 East County Line Road,...,...,601-957-7777,Robert D. Wallace,President & CEO,www.sfbcic.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Exclusive/Captive Agent ,...,Stock,...,0,1947,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
018756,00000,Starr International Group (G),Starr International Group,Starr Intl Group,Starr International Group,"Starr Insurance Holdings, Inc.",055412,N,013853,Starr International Group,018756,018756,...,000000,...,000000,...,"Starr International Company, Inc.",055404,000000000,,00000,00000,0.00,New York,UNITED STATES,United States,marketing@starrcompanies.com,646-227-6620,10022,NY,New York,399 Park Avenue,8th Floor,...,646-227-6523,Charles Dangelo,President,www.starrcompanies.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,...,...,Stock,...,0,1919,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
000856,00000,State Auto Insurance Companies (G),State Auto Insurance Companies,State Auto Ins Cos,State Auto Insurance Companies,State Automobile Mutual Insurance Co,000855,N,000855,State Auto Insurance Companies,000856,000856,...,000000,State Auto Insurance Companies,000856,...,State Automobile Mutual Insurance Co,000855,000000000,,00000,00000,0.00,Columbus,UNITED STATES,United States,mail@stateauto.com,614-464-5374,43215-3976,OH,Ohio,518 East Broad Street,...,...,614-464-5000,Michael E. LaRocco,President & CEO,www.stateauto.com,In Business,...,Property/ Casualty,...,A.M. Best Consolidated Group,Data Consolidation,None,Insurance,Independent Agency ,...,Mutual,...,0,1921,"Cynthia A. Powell, Vice President, Treasurer and Chief Accounting Officer","Matthew S. Mrozek, Vice President and Chief Actuary",...,...,"Robert P. Restrepo, Jr., Chairman of the Board, President and Chief Executive Officer",...,"Robert P. Restrepo, Jr., Chairman of the Board, President and Chief Executive Officer","Steven E. English, Vice President and Chief Financial Officer",...,...,...,...,...,"Allison Coolbrith; Dennis R. Blank; Dwight E. Smith; Edwin J. Simcox; James E. Kunk; Kenan L. Schultheis; Marsha P. Ryan; Michael J. Fiorile; Paul J. Otte; Robert P. Restrepo, Jr.; Roger P. Sugarman",...,"James A. Yano, Vice President, Secretary and General Counsel",...,...,...,...,...,...,...,"Robert P. Restrepo, Jr., Chairman of the Board, President and Chief Executive Officer","James A. Yano, Vice President, Secretary and General Counsel","Clyde H. Fitch, Jr., Senior Vice President","Cynthia A. Powell, Vice President, Treasurer and Chief Accounting Officer",...,"Cathy B. Miley, Vice President; Cynthia A. Powell, Vice President, Treasurer and Chief Accounting Officer; David J. Hosler, Vice President; David W. Dalton, Vice President; Douglas E. Allen, Vice President; James A. Yano, Vice President, Secretary and General Counsel; Jessica E. Buss, Vice President; Joel E. Brown, Vice President; John M. Petrucci, Vice President; Joyce A. Dallessio, Vice President; Keith R. Iler, Vice President; Larry D. Williams, Vice President; Larry E. Willeford, Vice President; Lorraine M. Siegworth, Vice President; Lyle D. Rhodebeck, Vice President; Mary J. Reynolds, Vice President; Matthew S. Mrozek, Vice President and Chief Actuary; Nancy D. Edwards, Vice President; Paul E. Nordman, Vice President; Rick L. Holbein, Vice President; Stephen P. Hunckler, Vice President; Steven E. English, Vice President and Chief Financial Officer; Steven R. Hazelbaker, Vice President; Timothy G. Reik, Vice President"
